W_x,L_x,W_PCT_x,MIN_x,FGM_x,FGA_x,FG_PCT_x,FG3M_x,FG3A_x,FG3_PCT_x,FTM_x,FTA_x,FT_PCT_x,OREB_x,DREB_x,REB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,W_y,L_y,W_PCT_y,MIN_y,FGM_y,FGA_y,FG_PCT_y,FG3M_y,FG3A_y,FG3_PCT_y,FTM_y,FTA_y,FT_PCT_y,OREB_y,DREB_y,REB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,totalPoints
32,20,0.615,240,43,86,0.5,14,33,0.424,25,28,0.893,10,29,39,21,4,10,15,28,24,28,0.462,240,39,81,0.481,13,28,0.464,32,41,0.78,6,33,39,22,10,3,15,21,248
31,19,0.62,240,45,95,0.474,16,41,0.39,15,19,0.789,12,38,50,24,8,9,9,25,23,28,0.451,240,35,89,0.393,11,29,0.379,23,37,0.622,16,37,53,24,1,3,14,16,225
30,19,0.612,240,46,87,0.529,22,40,0.55,8,14,0.571,9,26,35,31,5,3,8,17,27,24,0.529,240,45,88,0.511,10,28,0.357,15,19,0.789,14,31,45,19,4,4,10,14,237
29,19,0.604,240,43,94,0.457,13,38,0.342,23,27,0.852,15,25,40,24,5,6,16,23,13,37,0.26,240,48,95,0.505,11,27,0.407,23,26,0.885,15,33,48,27,12,5,11,22,252
27,15,0.643,240,39,91,0.429,12,41,0.293,12,19,0.632,14,37,51,24,4,7,15,21,21,23,0.477,240,40,90,0.444,12,31,0.387,20,26,0.769,11,39,50,21,5,7,8,14,214
27,14,0.659,240,38,84,0.452,13,34,0.382,9,11,0.818,4,27,31,26,8,9,12,19,31,12,0.721,240,41,86,0.477,12,36,0.333,15,17,0.882,12,36,48,23,4,6,13,15,207
25,12,0.676,240,58,93,0.624,11,20,0.55,12,15,0.8,7,38,45,31,13,7,12,16,12,25,0.324,240,42,97,0.433,8,31,0.258,11,18,0.611,15,28,43,26,5,4,18,13,242
21,12,0.636,240,46,93,0.495,14,32,0.438,12,13,0.923,12,33,45,30,11,2,10,18,22,10,0.688,240,37,84,0.44,9,37,0.243,17,22,0.773,13,32,45,17,7,1,18,13,218
20,12,0.625,240,54,84,0.643,21,33,0.636,14,16,0.875,3,29,32,42,10,4,14,23,15,18,0.455,240,41,83,0.494,12,33,0.364,19,25,0.76,9,27,36,32,6,1,21,14,256
15,12,0.556,240,45,83,0.542,13,30,0.433,17,21,0.81,9,29,38,30,10,5,21,18,13,13,0.5,240,46,93,0.495,10,29,0.345,14,16,0.875,12,26,38,21,12,4,18,18,236
14,12,0.538,240,49,86,0.57,12,31,0.387,12,16,0.75,5,34,39,33,3,8,10,20,7,18,0.28,240,47,88,0.534,10,24,0.417,12,23,0.522,10,30,40,25,4,3,11,18,238
13,12,0.52,240,34,84,0.405,9,26,0.346,15,22,0.682,11,34,45,17,6,7,14,18,19,5,0.792,240,35,81,0.432,15,38,0.395,18,20,0.9,8,40,48,18,11,9,15,19,195
13,11,0.542,240,44,82,0.537,11,32,0.344,15,22,0.682,7,34,41,27,7,5,18,27,11,11,0.5,240,38,87,0.437,7,24,0.292,22,30,0.733,11,32,43,16,7,2,13,19,219
12,11,0.522,240,39,84,0.464,11,26,0.423,24,26,0.923,4,31,35,22,8,7,9,25,11,11,0.5,240,39,89,0.438,6,24,0.25,23,34,0.676,14,37,51,19,6,5,14,21,220
11,11,0.5,240,44,81,0.543,9,28,0.321,12,14,0.857,8,34,42,20,7,8,16,19,5,16,0.238,240,38,80,0.475,13,31,0.419,13,22,0.591,9,26,35,18,9,5,18,18,211
10,11,0.476,240,41,78,0.526,15,35,0.429,14,18,0.778,4,34,38,27,6,2,7,24,11,9,0.55,240,35,79,0.443,12,33,0.364,15,22,0.682,11,31,42,27,4,2,13,16,208
8,9,0.471,240,50,83,0.602,16,34,0.471,11,15,0.733,5,40,45,33,5,5,18,25,10,7,0.588,240,43,99,0.434,12,37,0.324,17,31,0.548,13,31,44,28,13,0,10,12,242
5,7,0.417,240,42,87,0.483,14,34,0.412,14,20,0.7,11,44,55,30,11,5,14,22,5,6,0.455,240,28,87,0.322,12,43,0.279,17,26,0.654,11,35,46,21,5,4,15,18,197
2,6,0.25,240,36,74,0.486,12,32,0.375,15,19,0.789,4,34,38,27,4,7,18,20,4,4,0.5,240,39,89,0.438,12,30,0.4,18,21,0.857,11,33,44,20,8,4,9,13,207
2,5,0.286,240,43,80,0.538,11,30,0.367,19,20,0.95,6,33,39,26,11,9,19,18,3,5,0.375,240,41,87,0.471,11,39,0.282,16,23,0.696,10,28,38,23,11,5,24,24,225
1,5,0.167,240,41,82,0.5,14,39,0.359,20,26,0.769,6,28,34,29,6,9,9,20,3,4,0.429,240,40,94,0.426,23,46,0.5,22,26,0.846,17,36,53,31,7,1,10,25,241
1,4,0.2,265,43,93,0.462,12,35,0.343,27,30,0.9,13,32,45,20,10,6,13,28,2,2,0.5,265,41,81,0.506,20,40,0.5,27,35,0.771,7,30,37,25,8,4,17,23,254
1,1,0.5,240,38,80,0.475,13,35,0.371,20,29,0.69,13,31,44,26,3,13,13,19,1,1,0.5,240,41,84,0.488,11,28,0.393,12,18,0.667,8,33,41,25,9,4,13,21,214
0,1,0.0,240,40,89,0.449,10,33,0.303,18,24,0.75,9,30,39,22,10,10,16,25,1,0,1.0,240,50,102,0.49,12,26,0.462,18,25,0.72,21,40,61,31,9,4,12,21,238
57,25,0.695,240,42,89,0.472,25,54,0.463,11,14,0.786,12,35,47,33,5,3,15,13,41,41,0.5,240,44,97,0.454,11,39,0.282,15,19,0.789,16,34,50,27,11,5,9,12,234
56,25,0.691,240,45,81,0.556,15,44,0.341,16,21,0.762,13,40,53,37,4,7,19,14,40,41,0.494,240,40,93,0.43,9,31,0.29,13,17,0.765,12,23,35,21,12,2,7,17,223
55,25,0.688,240,38,89,0.427,11,38,0.289,10,18,0.556,11,37,48,20,5,7,15,14,40,40,0.5,240,37,90,0.411,6,33,0.182,13,17,0.765,13,37,50,20,10,7,11,19,190
54,24,0.692,240,42,96,0.438,17,51,0.333,21,22,0.955,10,32,42,27,8,4,11,14,36,41,0.468,240,46,96,0.479,9,29,0.31,13,14,0.929,13,39,52,23,3,7,18,17,236
52,23,0.693,240,52,91,0.571,18,44,0.409,15,21,0.714,9,52,61,29,4,11,14,18,19,56,0.253,240,36,97,0.371,8,36,0.222,13,18,0.722,3,35,38,22,7,0,10,16,230
51,23,0.689,240,44,93,0.473,18,42,0.429,14,19,0.737,9,40,49,28,11,6,14,15,33,41,0.446,240,39,84,0.464,4,26,0.154,13,22,0.591,6,38,44,24,9,4,17,16,215
46,21,0.687,240,42,88,0.477,18,49,0.367,13,20,0.65,5,40,45,26,9,2,10,20,31,35,0.47,240,30,82,0.366,11,39,0.282,22,27,0.815,6,41,47,18,5,2,15,19,208
45,20,0.692,290,43,109,0.394,21,59,0.356,22,25,0.88,17,37,54,27,8,5,16,28,39,27,0.591,290,47,95,0.495,15,41,0.366,22,32,0.688,11,43,54,18,7,4,19,27,260
45,19,0.703,240,41,84,0.488,9,29,0.31,14,20,0.7,9,39,48,26,8,8,19,19,35,28,0.556,240,40,95,0.421,14,44,0.318,21,26,0.808,13,34,47,25,9,6,12,20,220
45,18,0.714,240,39,78,0.5,16,32,0.5,23,28,0.821,7,36,43,27,5,4,12,18,39,26,0.6,240,45,92,0.489,10,32,0.313,13,21,0.619,10,28,38,21,8,3,6,18,230
42,17,0.712,240,49,92,0.533,21,45,0.467,8,10,0.8,8,35,43,30,10,5,11,18,15,44,0.254,240,43,84,0.512,11,29,0.379,12,16,0.75,6,29,35,24,6,4,14,16,236
41,16,0.719,240,39,88,0.443,21,51,0.412,20,26,0.769,15,40,55,28,5,3,10,14,34,22,0.607,240,42,84,0.5,12,34,0.353,13,21,0.619,3,31,34,24,4,5,8,22,228
40,16,0.714,240,44,89,0.494,25,55,0.455,14,17,0.824,5,38,43,34,7,7,15,22,15,42,0.263,240,45,93,0.484,8,23,0.348,18,26,0.692,11,36,47,26,9,6,13,18,243
39,16,0.709,240,40,76,0.526,19,35,0.543,7,10,0.7,5,39,44,25,2,5,13,19,34,19,0.642,240,37,83,0.446,10,31,0.323,15,20,0.75,8,29,37,20,9,3,6,16,205
37,16,0.698,240,29,75,0.387,10,38,0.263,26,31,0.839,3,40,43,18,5,3,14,21,28,26,0.519,240,41,95,0.432,12,32,0.375,12,14,0.857,10,43,53,28,6,6,8,22,200
37,15,0.712,240,53,92,0.576,26,54,0.481,7,10,0.7,11,46,57,28,4,4,10,13,31,20,0.608,240,36,88,0.409,9,39,0.231,15,18,0.833,5,27,32,19,8,1,5,12,235
36,15,0.706,265,39,84,0.464,13,40,0.325,34,39,0.872,7,39,46,18,8,9,12,22,23,27,0.46,265,47,105,0.448,12,42,0.286,15,20,0.75,11,36,47,30,4,0,12,23,246
35,15,0.7,265,41,100,0.41,16,46,0.348,19,23,0.826,15,39,54,22,4,4,13,19,27,23,0.54,265,44,96,0.458,13,38,0.342,19,23,0.826,10,40,50,17,5,5,8,20,237
34,12,0.739,265,43,108,0.398,13,41,0.317,22,30,0.733,18,45,63,21,10,5,17,19,22,23,0.489,265,40,100,0.4,18,52,0.346,20,23,0.87,8,39,47,28,10,7,16,26,239
30,12,0.714,240,44,91,0.484,15,44,0.341,22,25,0.88,11,39,50,24,7,5,9,16,25,17,0.595,240,45,87,0.517,11,30,0.367,13,17,0.765,4,29,33,22,5,4,9,17,239
29,12,0.707,240,38,87,0.437,11,41,0.268,20,21,0.952,9,41,50,25,2,7,9,12,19,22,0.463,240,39,86,0.453,12,35,0.343,9,14,0.643,6,36,42,19,6,1,7,18,206
26,10,0.722,240,44,91,0.484,11,39,0.282,17,22,0.773,11,38,49,22,3,7,11,17,21,16,0.568,240,43,89,0.483,15,39,0.385,9,14,0.643,8,33,41,26,4,4,12,20,226
25,10,0.714,240,43,91,0.473,20,56,0.357,20,23,0.87,9,40,49,32,8,5,10,14,10,24,0.294,240,38,95,0.4,14,45,0.311,12,14,0.857,13,36,49,24,5,2,13,16,228
24,10,0.706,240,50,85,0.588,19,39,0.487,20,25,0.8,5,30,35,29,9,1,11,18,22,11,0.667,240,42,84,0.5,13,36,0.361,21,27,0.778,8,31,39,22,8,1,15,16,257
23,10,0.697,240,44,100,0.44,13,46,0.283,20,26,0.769,20,33,53,28,9,6,11,16,16,17,0.485,240,44,91,0.484,10,32,0.313,11,15,0.733,11,34,45,25,3,8,16,18,230
22,10,0.688,240,39,101,0.386,13,41,0.317,21,25,0.84,25,37,62,26,11,5,16,9,16,16,0.5,240,46,98,0.469,18,39,0.462,7,9,0.778,12,35,47,27,10,3,14,22,229
22,9,0.71,240,31,89,0.348,12,47,0.255,18,21,0.857,11,43,54,22,7,7,16,17,11,20,0.355,240,33,86,0.384,12,29,0.414,17,19,0.895,6,40,46,20,9,3,13,18,187
22,8,0.733,240,35,84,0.417,11,46,0.239,28,34,0.824,10,28,38,17,9,12,14,21,10,20,0.333,240,42,91,0.462,9,33,0.273,24,28,0.857,15,38,53,19,7,1,17,26,226
18,5,0.783,265,40,87,0.46,15,45,0.333,21,28,0.75,7,41,48,26,6,2,20,18,11,12,0.478,265,48,101,0.475,11,35,0.314,13,18,0.722,12,38,50,19,11,3,16,24,236
18,4,0.818,240,46,83,0.554,22,45,0.489,20,23,0.87,11,30,41,32,7,0,17,18,10,12,0.455,240,47,90,0.522,18,40,0.45,9,9,1.0,9,23,32,25,8,3,15,21,255
17,4,0.81,240,55,93,0.591,24,52,0.462,6,7,0.857,9,30,39,40,10,5,13,18,6,15,0.286,240,42,86,0.488,11,29,0.379,10,15,0.667,13,24,37,28,7,2,20,14,245
16,4,0.8,240,44,80,0.55,16,34,0.471,26,26,1.0,10,28,38,25,2,5,14,23,10,10,0.5,240,44,82,0.537,7,28,0.25,26,33,0.788,6,23,29,23,8,1,4,21,251
15,4,0.789,240,41,83,0.494,16,37,0.432,24,27,0.889,4,34,38,27,9,6,10,24,10,8,0.556,240,36,87,0.414,9,36,0.25,23,26,0.885,11,34,45,20,3,4,18,22,226
14,4,0.778,240,45,84,0.536,17,34,0.5,18,21,0.857,6,32,38,29,4,4,11,22,9,8,0.529,240,44,82,0.537,11,31,0.355,13,21,0.619,5,30,35,20,4,3,14,23,237
11,3,0.786,240,46,96,0.479,10,37,0.27,24,29,0.828,10,36,46,25,15,7,14,20,6,8,0.429,240,47,98,0.48,11,30,0.367,17,21,0.81,10,41,51,21,4,6,19,21,248
9,3,0.75,240,50,90,0.556,16,37,0.432,15,20,0.75,10,36,46,30,3,5,7,19,8,4,0.667,240,42,92,0.457,12,29,0.414,16,20,0.8,11,27,38,26,3,1,5,16,243
8,3,0.727,240,47,88,0.534,18,46,0.391,16,21,0.762,8,35,43,31,5,4,12,25,3,9,0.25,240,37,89,0.416,7,33,0.212,31,40,0.775,15,33,48,15,7,3,10,19,240
5,3,0.625,240,41,83,0.494,9,31,0.29,32,39,0.821,7,32,39,24,5,7,13,23,5,5,0.5,240,43,83,0.518,11,28,0.393,22,25,0.88,4,33,37,21,8,5,17,28,242
4,2,0.667,240,36,79,0.456,21,47,0.447,19,20,0.95,4,43,47,29,4,5,13,15,3,3,0.5,240,38,98,0.388,7,32,0.219,11,16,0.688,15,36,51,22,5,6,8,20,206
3,2,0.6,265,42,82,0.512,13,33,0.394,26,32,0.813,5,29,34,28,9,2,19,27,4,1,0.8,265,45,87,0.517,16,35,0.457,26,34,0.765,9,33,42,18,5,2,15,28,255
1,0,1.0,240,46,82,0.561,12,35,0.343,22,28,0.786,6,30,36,24,8,3,10,24,0,1,0.0,240,40,80,0.5,13,34,0.382,24,28,0.857,4,27,31,16,8,3,14,25,243
26,55,0.321,240,38,88,0.432,13,41,0.317,20,27,0.741,7,34,41,22,10,9,17,21,21,60,0.259,240,42,89,0.472,7,21,0.333,21,28,0.75,14,34,48,21,11,9,18,23,221
26,54,0.325,240,36,77,0.468,12,31,0.387,16,19,0.842,6,36,42,27,3,4,17,22,40,39,0.506,240,42,88,0.477,15,33,0.455,21,28,0.75,10,31,41,27,13,7,6,18,220
26,53,0.329,240,42,85,0.494,15,31,0.484,9,13,0.692,10,27,37,26,3,4,17,11,39,39,0.5,240,56,104,0.538,8,28,0.286,8,8,1.0,15,30,45,38,8,6,7,14,236
26,52,0.333,240,35,77,0.455,14,37,0.378,7,10,0.7,4,32,36,27,3,5,21,21,37,40,0.481,240,45,88,0.511,13,31,0.419,18,22,0.818,9,33,42,25,12,4,7,13,212
25,51,0.329,240,39,88,0.443,12,29,0.414,20,24,0.833,14,44,58,27,6,2,14,18,36,39,0.48,240,32,84,0.381,19,49,0.388,21,22,0.955,3,34,37,18,8,7,8,24,214
23,50,0.315,240,41,90,0.456,10,31,0.323,23,32,0.719,10,27,37,26,12,6,11,22,32,40,0.444,240,37,82,0.451,9,26,0.346,26,34,0.765,13,35,48,27,5,6,21,26,224
22,50,0.306,240,29,86,0.337,5,35,0.143,19,26,0.731,7,28,35,20,10,6,13,16,47,22,0.681,240,46,92,0.5,10,32,0.313,19,25,0.76,14,48,62,24,9,9,13,19,203
22,49,0.31,240,43,76,0.566,6,23,0.261,12,15,0.8,6,34,40,28,3,8,19,18,44,27,0.62,240,45,88,0.511,14,30,0.467,16,19,0.842,8,22,30,29,8,6,8,19,224
22,48,0.314,240,41,80,0.513,10,21,0.476,16,22,0.727,7,36,43,25,8,5,19,26,43,27,0.614,240,41,87,0.471,7,27,0.259,25,34,0.735,11,29,40,18,8,3,10,22,222
22,47,0.319,240,40,98,0.408,17,40,0.425,14,15,0.933,11,32,43,24,5,14,7,15,33,35,0.485,240,46,103,0.447,9,32,0.281,18,20,0.9,20,40,60,22,4,4,11,17,230
20,45,0.308,240,38,78,0.487,9,24,0.375,21,25,0.84,8,26,34,25,11,4,21,20,27,37,0.422,240,46,86,0.535,10,26,0.385,15,19,0.789,13,29,42,21,9,4,18,24,223
20,44,0.313,240,32,88,0.364,9,33,0.273,18,28,0.643,12,36,48,20,3,7,13,17,34,29,0.54,240,42,89,0.472,9,25,0.36,12,15,0.8,5,43,48,30,8,9,12,22,196
20,43,0.317,240,43,83,0.518,13,26,0.5,18,22,0.818,7,39,46,24,8,3,16,22,15,47,0.242,240,42,92,0.457,3,26,0.115,19,27,0.704,10,29,39,18,12,3,9,18,223
19,43,0.306,240,38,88,0.432,10,31,0.323,22,27,0.815,11,37,48,20,10,2,15,22,32,29,0.525,240,32,80,0.4,11,36,0.306,28,34,0.824,7,35,42,24,7,3,16,25,211
17,43,0.283,240,43,96,0.448,14,35,0.4,20,29,0.69,15,43,58,26,8,12,15,17,14,45,0.237,240,41,107,0.383,13,38,0.342,15,20,0.75,20,38,58,24,7,6,15,24,230
16,43,0.271,240,53,84,0.631,20,37,0.541,18,23,0.783,3,32,35,36,5,5,17,19,29,29,0.5,240,53,108,0.491,11,28,0.393,21,21,1.0,16,26,42,26,9,4,12,15,282
15,43,0.259,240,40,85,0.471,8,32,0.25,17,29,0.586,5,32,37,25,11,8,14,18,39,18,0.684,240,50,99,0.505,5,23,0.217,14,17,0.824,14,37,51,35,7,5,14,20,224
15,40,0.273,240,45,83,0.542,12,33,0.364,11,23,0.478,8,31,39,28,8,6,15,23,22,32,0.407,240,42,91,0.462,8,23,0.348,27,30,0.9,18,34,52,25,6,2,12,18,232
15,36,0.294,240,45,83,0.542,15,40,0.375,17,22,0.773,11,36,47,25,6,3,19,18,28,23,0.549,240,45,93,0.484,10,31,0.323,17,23,0.739,10,26,36,26,11,0,10,17,239
14,36,0.28,240,39,84,0.464,7,32,0.219,26,31,0.839,6,46,52,24,8,5,14,19,22,26,0.458,240,37,91,0.407,4,25,0.16,18,22,0.818,7,36,43,16,8,2,13,20,207
11,34,0.244,240,41,90,0.456,13,31,0.419,23,30,0.767,13,25,38,26,7,2,5,18,33,12,0.733,240,43,87,0.494,20,43,0.465,24,25,0.96,14,33,47,34,1,4,11,21,248
11,33,0.25,240,41,88,0.466,8,27,0.296,16,19,0.842,10,36,46,21,3,2,11,11,32,12,0.727,240,47,99,0.475,19,53,0.358,9,10,0.9,14,32,46,35,8,4,7,15,228
10,29,0.256,240,38,94,0.404,11,38,0.289,20,24,0.833,10,34,44,25,11,8,12,23,24,13,0.649,240,47,94,0.5,9,30,0.3,28,37,0.757,11,48,59,28,10,8,14,16,238
10,28,0.263,240,42,93,0.452,11,32,0.344,20,29,0.69,8,39,47,24,8,7,14,22,16,21,0.432,240,45,93,0.484,10,30,0.333,21,30,0.7,9,44,53,26,6,5,14,21,236
10,27,0.27,240,38,96,0.396,11,41,0.268,19,21,0.905,14,31,45,28,7,2,12,17,24,12,0.667,240,48,80,0.6,13,34,0.382,14,19,0.737,2,40,42,26,7,6,14,16,229
10,26,0.278,240,46,84,0.548,10,32,0.313,19,29,0.655,12,40,52,33,8,11,17,17,15,20,0.429,240,42,99,0.424,11,36,0.306,18,21,0.857,11,30,41,15,9,1,12,27,234
7,22,0.241,240,39,98,0.398,15,43,0.349,13,19,0.684,15,28,43,26,8,5,12,25,15,15,0.5,240,41,75,0.547,15,29,0.517,28,34,0.824,4,37,41,25,3,5,12,22,231
7,21,0.25,265,47,114,0.412,17,51,0.333,23,29,0.793,17,35,52,21,7,6,5,29,8,22,0.267,265,48,93,0.516,18,40,0.45,27,36,0.75,12,40,52,25,0,8,15,29,275
7,19,0.269,240,37,84,0.44,6,26,0.231,22,28,0.786,12,33,45,16,8,6,12,26,13,13,0.5,240,41,93,0.441,13,34,0.382,26,30,0.867,16,32,48,25,6,7,11,21,223
7,17,0.292,240,47,98,0.48,12,34,0.353,11,17,0.647,14,35,49,29,8,4,10,16,14,11,0.56,240,45,93,0.484,15,36,0.417,14,21,0.667,13,34,47,30,4,5,12,17,236
7,16,0.304,240,34,87,0.391,5,24,0.208,23,26,0.885,9,35,44,15,9,4,14,19,16,6,0.727,240,39,83,0.47,12,32,0.375,15,19,0.789,8,39,47,24,5,8,21,17,201
7,15,0.318,240,40,95,0.421,12,29,0.414,25,31,0.806,19,26,45,25,6,3,4,24,11,12,0.478,240,39,86,0.453,12,33,0.364,26,35,0.743,18,38,56,23,3,9,14,23,233
6,14,0.3,240,40,89,0.449,8,25,0.32,22,32,0.688,15,40,55,24,6,4,17,18,10,9,0.526,240,41,96,0.427,9,41,0.22,17,18,0.944,11,34,45,24,7,9,16,27,218
5,14,0.263,240,44,92,0.478,6,23,0.261,13,21,0.619,11,33,44,25,8,1,15,15,9,9,0.5,240,38,86,0.442,9,38,0.237,16,18,0.889,8,37,45,20,9,3,19,23,208
4,12,0.25,240,43,94,0.457,12,33,0.364,15,18,0.833,14,30,44,29,8,4,17,23,7,6,0.538,240,44,82,0.537,11,28,0.393,26,31,0.839,7,27,34,27,11,9,12,18,238
3,9,0.25,240,34,91,0.374,10,40,0.25,17,24,0.708,20,22,42,21,10,3,11,22,8,3,0.727,240,40,75,0.533,11,34,0.324,14,25,0.56,8,37,45,28,5,4,17,19,200
3,8,0.273,240,42,101,0.416,5,32,0.156,11,16,0.688,17,28,45,27,8,7,10,23,5,6,0.455,240,42,80,0.525,5,19,0.263,19,30,0.633,10,37,47,21,2,6,14,18,208
3,7,0.3,240,32,86,0.372,14,42,0.333,16,23,0.696,13,37,50,22,3,6,15,21,4,6,0.4,240,33,84,0.393,12,36,0.333,20,22,0.909,9,32,41,23,8,10,11,21,192
3,4,0.429,240,43,84,0.512,14,29,0.483,8,14,0.571,6,32,38,31,11,6,20,26,2,4,0.333,240,37,85,0.435,17,44,0.386,24,28,0.857,10,32,42,26,8,4,19,19,223
3,3,0.5,265,43,102,0.422,10,31,0.323,24,31,0.774,15,40,55,32,2,2,10,14,3,3,0.5,265,44,100,0.44,13,44,0.295,12,16,0.75,10,39,49,31,8,6,10,31,233
1,1,0.5,240,44,97,0.454,13,34,0.382,11,14,0.786,11,26,37,30,9,4,13,24,2,0,1.0,240,42,89,0.472,8,22,0.364,32,37,0.865,15,38,53,23,9,7,15,14,236
51,31,0.622,240,35,89,0.393,10,37,0.27,15,16,0.938,11,33,44,27,9,5,16,24,27,55,0.329,240,37,81,0.457,6,32,0.188,26,30,0.867,10,39,49,23,8,5,18,14,201
49,30,0.62,240,44,90,0.489,9,24,0.375,18,26,0.692,13,30,43,23,7,7,10,22,34,45,0.43,240,36,83,0.434,9,24,0.375,24,29,0.828,11,33,44,21,5,6,15,26,220
48,30,0.615,240,44,86,0.512,17,37,0.459,11,13,0.846,3,30,33,33,2,9,10,21,45,33,0.577,240,49,93,0.527,17,36,0.472,15,24,0.625,16,32,48,24,6,5,7,12,246
48,28,0.632,240,39,83,0.47,9,30,0.3,21,24,0.875,13,28,41,20,5,7,9,16,18,57,0.24,240,35,80,0.438,6,25,0.24,15,18,0.833,12,24,36,20,6,1,16,22,199
45,28,0.616,240,48,87,0.552,4,19,0.211,17,22,0.773,9,32,41,31,9,7,10,19,32,38,0.457,240,35,76,0.461,8,23,0.348,16,20,0.8,6,32,38,22,5,6,16,19,211
44,28,0.611,240,40,85,0.471,14,41,0.341,15,22,0.682,12,21,33,20,6,2,10,18,46,22,0.676,240,39,75,0.52,17,36,0.472,23,27,0.852,13,33,46,24,8,6,18,21,227
41,26,0.612,265,43,96,0.448,12,34,0.353,20,25,0.8,16,42,58,27,4,7,15,20,45,21,0.682,265,42,101,0.416,16,48,0.333,14,21,0.667,15,37,52,25,5,5,12,21,232
40,26,0.606,240,45,91,0.495,14,34,0.412,10,18,0.556,8,31,39,29,14,8,11,18,15,49,0.234,240,33,81,0.407,6,24,0.25,18,25,0.72,12,37,49,19,5,7,23,15,204
39,25,0.609,240,44,84,0.524,18,36,0.5,12,14,0.857,8,37,45,31,7,5,13,17,30,32,0.484,240,36,93,0.387,9,25,0.36,12,15,0.8,13,30,43,19,4,4,14,16,211
38,24,0.613,240,43,90,0.478,6,26,0.231,17,20,0.85,13,28,41,24,10,2,10,21,42,18,0.7,240,39,84,0.464,17,36,0.472,20,23,0.87,18,29,47,30,7,4,16,20,224
38,22,0.633,240,44,78,0.564,9,28,0.321,20,25,0.8,11,25,36,21,8,6,14,16,14,44,0.241,240,43,85,0.506,8,21,0.381,15,20,0.75,11,24,35,27,10,1,16,21,226
37,22,0.627,240,36,86,0.419,9,35,0.257,16,19,0.842,10,29,39,26,9,4,12,15,26,30,0.464,240,36,74,0.486,5,21,0.238,12,15,0.8,6,38,44,27,7,3,22,22,186
35,22,0.614,240,43,87,0.494,6,26,0.231,21,25,0.84,13,37,50,30,8,4,10,16,14,42,0.25,240,30,81,0.37,8,32,0.25,17,18,0.944,9,23,32,19,8,6,13,21,198
32,22,0.593,240,49,91,0.538,14,29,0.483,16,22,0.727,9,32,41,33,12,7,15,17,32,20,0.615,240,41,87,0.471,10,23,0.435,21,22,0.955,11,33,44,22,8,5,18,23,241
31,22,0.585,240,40,83,0.482,11,40,0.275,6,12,0.5,5,34,39,32,9,6,13,20,29,23,0.558,240,34,78,0.436,14,31,0.452,18,25,0.72,9,36,45,21,7,3,13,17,197
31,21,0.596,240,44,78,0.564,20,33,0.606,14,19,0.737,4,31,35,35,9,7,10,23,28,25,0.528,240,37,89,0.416,2,19,0.105,23,27,0.852,15,30,45,17,6,0,13,19,221
29,19,0.604,240,48,86,0.558,7,22,0.318,11,17,0.647,9,32,41,33,9,3,9,13,29,17,0.63,240,39,86,0.453,14,39,0.359,10,11,0.909,7,29,36,24,3,6,14,17,216
28,19,0.596,240,42,84,0.5,14,33,0.424,16,19,0.842,10,25,35,24,7,8,15,15,23,23,0.5,240,42,86,0.488,23,43,0.535,13,19,0.684,14,31,45,25,9,4,17,19,234
28,17,0.622,240,39,80,0.488,9,28,0.321,26,33,0.788,13,30,43,22,5,4,15,19,26,18,0.591,240,38,75,0.507,10,27,0.37,17,22,0.773,3,25,28,26,9,1,17,23,216
25,14,0.641,240,30,77,0.39,11,36,0.306,19,23,0.826,7,39,46,15,9,4,14,17,20,19,0.513,240,32,81,0.395,10,28,0.357,14,18,0.778,8,41,49,24,8,3,13,19,178
24,14,0.632,265,48,92,0.522,16,46,0.348,33,45,0.733,13,34,47,27,1,3,10,27,16,21,0.432,265,47,95,0.495,10,33,0.303,30,34,0.882,6,36,42,22,8,2,7,33,279
